location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct,,,,,,,,,
Rest_of_Sydney,10000,0,0,0,14005.32813,13865.33421,-139.9939131,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.65057,14421.25607,-210.3944975,68435097527,67451041225,-984056302.1,94411443229,94092159968,-319283260.8,1.62847E+11,1.61543E+11,-1303339563,P3,0,,,,,,,,,
Darlinghurst,5000,-29717.95728,-34808.64285,-5090.685563,-15831.4959,-17018.80054,-1187.304635,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Erskineville - Alexandria,5000,-43878.21316,-48354.09728,-4475.884122,-14325.98822,-15137.41621,-811.4279991,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Glebe - Forest Lodge,5000,-26206.94328,-26033.67245,173.2708327,-13449.25137,-13730.42679,-281.1754127,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Newtown - Camperdown - Darlington,5000,-26000.15506,-25178.67598,821.4790818,-12166.25618,-12591.69959,-425.4434092,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Potts Point - Woolloomooloo,5000,-21301.51132,-24255.42551,-2953.914192,-12893.7478,-13512.59458,-618.8467855,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Pyrmont - Ultimo,5000,-22147.45099,-19774.43739,2373.013596,-12753.49025,-13483.888,-730.3977576,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Redfern - Chippendale,5000,-23548.46006,-27278.86835,-3730.40829,-13245.38426,-14936.94213,-1691.557869,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Surry Hills,5000,-30385.65501,-29023.90941,1361.745593,-13779.19802,-14178.74084,-399.5428232,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Sydney - Haymarket - The Rocks,5000,-15238.06149,-18708.26059,-3470.199101,-11689.0842,-12643.16914,-954.0849409,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Waterloo - Beaconsfield,5000,-27384.63688,-32606.21475,-5221.577871,-11998.50664,-13726.10859,-1727.601944,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Bondi Junction - Waverly,5000,-24841.53649,-22967.41749,1874.118996,-13710.68775,-14185.76985,-475.0821017,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Paddington - Moore Park,5000,-33672.1474,-33802.44905,-130.3016511,-14174.40257,-14720.91434,-546.5117738,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Balmain,5000,-40451.12859,-39252.87109,1198.257499,-14106.58988,-14643.29995,-536.7100726,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Leichhardt - Annandale,5000,-31943.51742,-32625.02099,-681.503576,-11585.93627,-12087.73949,-501.8032134,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Lilyfield - Rozelle,5000,-38171.69998,-39897.98777,-1726.287797,-14727.43513,-15262.21039,-534.7752567,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Rest_of_Sydney,5000,0,0,0,14005.32813,13865.33421,-139.9939131,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48935,14143.29514,-175.1942053,66970381111,66150963475,-819417636.3,94411443229,94092159968,-319283260.8,1.61382E+11,1.60243E+11,-1138700897,P3,0,,,,,,,,,
Darlinghurst,15000,-89391.60534,-96576.91235,-7185.307006,-75505.14396,-78787.07004,-3281.926078,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Erskineville - Alexandria,15000,-100540.8458,-106359.5981,-5818.752294,-70988.6209,-73142.91707,-2154.296171,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Glebe - Forest Lodge,15000,-81116.10229,-81225.19445,-109.0921665,-68358.41038,-68921.94879,-563.538412,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Newtown - Camperdown - Darlington,15000,-78343.32369,-78092.7436,250.5800897,-64509.42481,-65505.76721,-996.3424013,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Potts Point - Woolloomooloo,15000,-75099.66317,-79011.28311,-3911.619937,-66691.89965,-68268.45218,-1576.55253,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Pyrmont - Ultimo,15000,-75665.08773,-74472.88182,1192.205907,-66271.12699,-68182.33244,-1911.205447,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Redfern - Chippendale,15000,-78049.88484,-84883.42104,-6833.536201,-67746.80904,-72541.49482,-4794.68578,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Surry Hills,15000,-85954.70729,-85112.05952,842.6477732,-69348.2503,-70266.89095,-918.6406432,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Sydney - Haymarket - The Rocks,15000,-66626.88615,-71725.26731,-5098.381157,-63077.90886,-65660.17585,-2582.266996,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Waterloo - Beaconsfield,15000,-79392.30642,-87789.10035,-8396.793933,-64006.17618,-68908.99419,-4902.818007,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Bondi Junction - Waverly,15000,-80273.56824,-79069.62562,1203.942619,-69142.71951,-70287.97799,-1145.258479,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Paddington - Moore Park,15000,-90031.60879,-90974.94616,-943.3373724,-70533.86396,-71893.41145,-1359.547495,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Balmain,15000,-96674.96461,-96270.13943,404.8251798,-70330.42589,-71660.56829,-1330.142392,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Leichhardt - Annandale,15000,-83126.04622,-84531.1684,-1405.122176,-62768.46508,-63993.88689,-1225.421814,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Lilyfield - Rozelle,15000,-95637.2265,-98153.07698,-2515.850484,-72192.96166,-73517.2996,-1324.337944,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Rest_of_Sydney,15000,0,0,0,14005.32813,13865.33421,-139.9939131,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.81179,14699.217,-245.5947897,69899813943,68751118976,-1148694968,94411443229,94092159968,-319283260.8,1.64311E+11,1.62843E+11,-1467978229,P3,0,,,,,,,,,
Darlinghurst,10000,-59554.78131,-65654.62434,-6099.843027,-45668.31993,-47864.78203,-2196.462099,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Erskineville - Alexandria,10000,-72209.5295,-77318.69445,-5109.16495,-42657.30456,-44102.01339,-1444.708828,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Glebe - Forest Lodge,10000,-53661.52278,-53591.28019,70.24259052,-40903.83088,-41288.03453,-384.2036549,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Newtown - Camperdown - Darlington,10000,-52171.73938,-51597.55653,574.1828432,-38337.84049,-39010.58014,-672.7396478,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Potts Point - Woolloomooloo,10000,-48200.58725,-51595.20105,-3394.613807,-39792.82372,-40852.37012,-1059.5464,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Pyrmont - Ultimo,10000,-48906.26936,-47085.50635,1820.763009,-39512.30862,-40794.95696,-1282.648345,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Redfern - Chippendale,10000,-50799.17245,-56042.99144,-5243.818988,-40496.09665,-43701.06521,-3204.968567,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Surry Hills,10000,-58170.18115,-57029.83121,1140.349941,-41563.72416,-42184.66264,-620.9384757,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Sydney - Haymarket - The Rocks,10000,-40932.47382,-45178.61069,-4246.136871,-37383.49653,-39113.51924,-1730.022711,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Waterloo - Beaconsfield,10000,-53388.47165,-60159.50429,-6771.032645,-38002.34141,-41279.39813,-3277.056718,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Bondi Junction - Waverly,10000,-52557.55237,-50980.3683,1577.184065,-41426.70363,-42198.72066,-772.0170328,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Paddington - Moore Park,10000,-61851.87809,-62350.54435,-498.6662543,-42354.13326,-43269.00964,-914.876377,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Balmain,10000,-68563.0466,-67723.352,839.6945967,-42218.50789,-43113.78086,-895.2729747,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Leichhardt - Annandale,10000,-57534.78182,-58539.94144,-1005.159619,-37177.20068,-38002.65993,-825.4592561,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Lilyfield - Rozelle,10000,-66904.46324,-68987.37912,-2082.915883,-43460.19839,-44351.60174,-891.4033428,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Rest_of_Sydney,10000,0,0,0,14005.32813,13903.48747,-101.8406557,87668878953,87837679485,168800532.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.65057,14459.40933,-172.24124,68435097527,67629491488,-805606038.9,94411443229,94260960501,-150482728,1.62847E+11,1.6189E+11,-956088766.9,P3,50,,,,,,,,,
Darlinghurst,5000,-29717.95728,-34770.48959,-5052.532305,-15831.4959,-16980.64728,-1149.151377,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Erskineville - Alexandria,5000,-43878.21316,-48315.94402,-4437.730864,-14325.98822,-15099.26296,-773.2747417,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Glebe - Forest Lodge,5000,-26206.94328,-25995.51919,211.4240901,-13449.25137,-13692.27353,-243.0221553,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Newtown - Camperdown - Darlington,5000,-26000.15506,-25140.52273,859.6323393,-12166.25618,-12553.54634,-387.2901517,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Potts Point - Woolloomooloo,5000,-21301.51132,-24217.27225,-2915.760934,-12893.7478,-13474.44133,-580.6935281,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Pyrmont - Ultimo,5000,-22147.45099,-19736.28413,2411.166854,-12753.49025,-13445.73475,-692.2445002,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Redfern - Chippendale,5000,-23548.46006,-27240.71509,-3692.255033,-13245.38426,-14898.78887,-1653.404611,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Surry Hills,5000,-30385.65501,-28985.75616,1399.898851,-13779.19802,-14140.58758,-361.3895657,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Sydney - Haymarket - The Rocks,5000,-15238.06149,-18670.10734,-3432.045844,-11689.0842,-12605.01588,-915.9316835,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Waterloo - Beaconsfield,5000,-27384.63688,-32568.06149,-5183.424613,-11998.50664,-13687.95533,-1689.448687,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Bondi Junction - Waverly,5000,-24841.53649,-22929.26423,1912.272254,-13710.68775,-14147.6166,-436.9288443,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Paddington - Moore Park,5000,-33672.1474,-33764.29579,-92.14839368,-14174.40257,-14682.76108,-508.3585163,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Balmain,5000,-40451.12859,-39214.71784,1236.410756,-14106.58988,-14605.14669,-498.5568152,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Leichhardt - Annandale,5000,-31943.51742,-32586.86773,-643.3503185,-11585.93627,-12049.58623,-463.6499559,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Lilyfield - Rozelle,5000,-38171.69998,-39859.83452,-1688.134539,-14727.43513,-15224.05713,-496.6219992,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Rest_of_Sydney,5000,0,0,0,14005.32813,13903.48747,-101.8406557,87668878953,87837679485,168800532.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48935,14181.4484,-137.0409479,66970381111,66329413738,-640967373.2,94411443229,94260960501,-150482728,1.61382E+11,1.6059E+11,-791450101.2,P3,50,,,,,,,,,
Darlinghurst,15000,-89391.60534,-96538.75909,-7147.153749,-75505.14396,-78748.91678,-3243.772821,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Erskineville - Alexandria,15000,-100540.8458,-106321.4449,-5780.599036,-70988.6209,-73104.76381,-2116.142914,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Glebe - Forest Lodge,15000,-81116.10229,-81187.0412,-70.93890908,-68358.41038,-68883.79553,-525.3851545,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Newtown - Camperdown - Darlington,15000,-78343.32369,-78054.59034,288.7333472,-64509.42481,-65467.61395,-958.1891438,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Potts Point - Woolloomooloo,15000,-75099.66317,-78973.12985,-3873.466679,-66691.89965,-68230.29892,-1538.399273,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Pyrmont - Ultimo,15000,-75665.08773,-74434.72857,1230.359165,-66271.12699,-68144.17918,-1873.052189,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Redfern - Chippendale,15000,-78049.88484,-84845.26778,-6795.382944,-67746.80904,-72503.34156,-4756.532523,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Surry Hills,15000,-85954.70729,-85073.90626,880.8010306,-69348.2503,-70228.73769,-880.4873858,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Sydney - Haymarket - The Rocks,15000,-66626.88615,-71687.11405,-5060.227899,-63077.90886,-65622.02259,-2544.113739,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Waterloo - Beaconsfield,15000,-79392.30642,-87750.94709,-8358.640676,-64006.17618,-68870.84093,-4864.664749,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Bondi Junction - Waverly,15000,-80273.56824,-79031.47237,1242.095876,-69142.71951,-70249.82473,-1107.105221,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Paddington - Moore Park,15000,-90031.60879,-90936.7929,-905.184115,-70533.86396,-71855.25819,-1321.394238,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Balmain,15000,-96674.96461,-96231.98617,442.9784372,-70330.42589,-71622.41503,-1291.989134,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Leichhardt - Annandale,15000,-83126.04622,-84493.01514,-1366.968919,-62768.46508,-63955.73364,-1187.268556,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Lilyfield - Rozelle,15000,-95637.2265,-98114.92372,-2477.697226,-72192.96166,-73479.14634,-1286.184686,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Rest_of_Sydney,15000,0,0,0,14005.32813,13903.48747,-101.8406557,87668878953,87837679485,168800532.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,50,,,,,,,,,
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.81179,14737.37026,-207.4415322,69899813943,68929569239,-970244704.7,94411443229,94260960501,-150482728,1.64311E+11,1.63191E+11,-1120727433,P3,50,,,,,,,,,
Darlinghurst,10000,-59554.78131,-65616.47108,-6061.68977,-45668.31993,-47826.62877,-2158.308842,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Erskineville - Alexandria,10000,-72209.5295,-77280.54119,-5071.011693,-42657.30456,-44063.86013,-1406.55557,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Glebe - Forest Lodge,10000,-53661.52278,-53553.12694,108.395848,-40903.83088,-41249.88127,-346.0503974,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Newtown - Camperdown - Darlington,10000,-52171.73938,-51559.40328,612.3361007,-38337.84049,-38972.42688,-634.5863903,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Potts Point - Woolloomooloo,10000,-48200.58725,-51557.04779,-3356.460549,-39792.82372,-40814.21687,-1021.393143,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Pyrmont - Ultimo,10000,-48906.26936,-47047.35309,1858.916267,-39512.30862,-40756.80371,-1244.495087,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Redfern - Chippendale,10000,-50799.17245,-56004.83818,-5205.665731,-40496.09665,-43662.91196,-3166.81531,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Surry Hills,10000,-58170.18115,-56991.67795,1178.503198,-41563.72416,-42146.50938,-582.7852183,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Sydney - Haymarket - The Rocks,10000,-40932.47382,-45140.45743,-4207.983614,-37383.49653,-39075.36598,-1691.869454,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Waterloo - Beaconsfield,10000,-53388.47165,-60121.35104,-6732.879387,-38002.34141,-41241.24487,-3238.903461,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Bondi Junction - Waverly,10000,-52557.55237,-50942.21504,1615.337322,-41426.70363,-42160.56741,-733.8637754,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Paddington - Moore Park,10000,-61851.87809,-62312.39109,-460.5129969,-42354.13326,-43230.85638,-876.7231195,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Balmain,10000,-68563.0466,-67685.19875,877.8478542,-42218.50789,-43075.6276,-857.1197172,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Leichhardt - Annandale,10000,-57534.78182,-58501.78818,-967.0063613,-37177.20068,-37964.50668,-787.3059987,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Lilyfield - Rozelle,10000,-66904.46324,-68949.22586,-2044.762625,-43460.19839,-44313.44848,-853.2500853,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Rest_of_Sydney,10000,0,0,0,14005.32813,13941.64073,-63.68739824,87668878953,88006480018,337601065.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.65057,14497.56259,-134.0879826,68435097527,67807941752,-627155775.8,94411443229,94429761033,18317804.81,1.62847E+11,1.62238E+11,-608837971,P3,100,,,,,,,,,
Darlinghurst,5000,-29717.95728,-34732.33633,-5014.379048,-15831.4959,-16942.49402,-1110.99812,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Erskineville - Alexandria,5000,-43878.21316,-48277.79076,-4399.577607,-14325.98822,-15061.1097,-735.1214842,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Glebe - Forest Lodge,5000,-26206.94328,-25957.36594,249.5773476,-13449.25137,-13654.12027,-204.8688978,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Newtown - Camperdown - Darlington,5000,-26000.15506,-25102.36947,897.7855967,-12166.25618,-12515.39308,-349.1368943,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Potts Point - Woolloomooloo,5000,-21301.51132,-24179.119,-2877.607677,-12893.7478,-13436.28807,-542.5402706,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Pyrmont - Ultimo,5000,-22147.45099,-19698.13087,2449.320111,-12753.49025,-13407.58149,-654.0912427,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Redfern - Chippendale,5000,-23548.46006,-27202.56184,-3654.101775,-13245.38426,-14860.63561,-1615.251354,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Surry Hills,5000,-30385.65501,-28947.6029,1438.052108,-13779.19802,-14102.43432,-323.2363083,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
